celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,placement,results,final_status,eliminated_week,raw_score,week_num,judge_id,score_z,partner_alpha,week_avg_score,week_total_score,judge_count,partner_hist_avg_placement,score_delta,cum_score_avg,n_competitors,relative_technical_rank,ind_Fashion,ind_Music,ind_Other,ind_Screen,ind_Sports,age_GenZ,age_Millennial,age_GenX,age_Senior,est_fan_vote_pct,est_fan_vote_rank,inference_entropy,est_certainty_score,solver_converged
Hope Solo,Maksim Chmerkoskiy,Athlete,Washington,United States,30,13,4,Eliminated Week 9,Eliminated,9.0,6.0,2,3,-1.3333333333333333,8.178165885416666,6.333333333333333,19.0,3,4.8671875,0.0,6.666666666666667,11,0.3333333333333333,0,0,0,0,1,0,1,0,0,0.038822096644998166,12.0,4.8787534116740465,0.03283659122683158,True
Hope Solo,Maksim Chmerkoskiy,Athlete,Washington,United States,30,13,4,Eliminated Week 9,Eliminated,9.0,6.0,2,3,-1.3333333333333333,8.178165885416666,6.333333333333333,19.0,3,4.8671875,0.0,6.666666666666667,11,0.3333333333333333,0,0,0,0,1,0,1,0,0,0.03657143014559022,14.0,4.8787534116740465,0.03283659122683158,True
Hope Solo,Maksim Chmerkoskiy,Athlete,Washington,United States,30,13,4,Eliminated Week 9,Eliminated,9.0,6.0,2,3,-1.3333333333333333,8.178165885416666,6.333333333333333,19.0,3,4.8671875,0.0,6.666666666666667,11,0.3333333333333333,0,0,0,0,1,0,1,0,0,0.03514362096580129,15.0,4.8787534116740465,0.03283659122683158,True
Chynna Phillips,Tony Dovolani,Singer/Rapper,California,United States,43,13,9,Eliminated Week 4,Eliminated,4.0,7.0,2,3,-0.6666666666666666,7.630800000000001,7.0,21.0,3,6.285714285714286,0.0,7.166666666666667,11,0.5606060606060606,0,1,0,0,0,0,0,1,0,0.040040581941059986,9.0,4.8787534116740465,0.03283659122683158,True
Chynna Phillips,Tony Dovolani,Singer/Rapper,California,United States,43,13,9,Eliminated Week 4,Eliminated,4.0,7.0,2,3,-0.6666666666666666,7.630800000000001,7.0,21.0,3,6.285714285714286,0.0,7.166666666666667,11,0.5606060606060606,0,1,0,0,0,0,0,1,0,0.038862860021404703,11.0,4.8787534116740465,0.03283659122683158,True
Chynna Phillips,Tony Dovolani,Singer/Rapper,California,United States,43,13,9,Eliminated Week 4,Eliminated,4.0,7.0,2,3,-0.6666666666666666,7.630800000000001,7.0,21.0,3,6.285714285714286,0.0,7.166666666666667,11,0.5606060606060606,0,1,0,0,0,0,0,1,0,0.03809682197254002,13.0,4.8787534116740465,0.03283659122683158,True
Kristin Cavallari,Mark Ballas,Tv Personality,Colorado,United States,24,13,10,Eliminated Week 3,Eliminated,3.0,7.0,2,3,-0.6666666666666666,8.623093601462523,7.333333333333333,22.0,3,3.9085923217550276,0.0,6.833333333333333,11,0.8333333333333334,0,0,1,0,0,1,0,0,0,0.039917890050233225,10.0,4.8787534116740465,0.03283659122683158,True
Kristin Cavallari,Mark Ballas,Tv Personality,Colorado,United States,24,13,10,Eliminated Week 3,Eliminated,3.0,7.0,2,3,-0.6666666666666666,8.623093601462523,7.333333333333333,22.0,3,3.9085923217550276,0.0,6.833333333333333,11,0.8333333333333334,0,0,1,0,0,1,0,0,0,0.043657005498151935,8.0,4.8787534116740465,0.03283659122683158,True
Kristin Cavallari,Mark Ballas,Tv Personality,Colorado,United States,24,13,10,Eliminated Week 3,Eliminated,3.0,7.0,2,3,-0.6666666666666666,8.623093601462523,7.333333333333333,22.0,3,3.9085923217550276,0.0,6.833333333333333,11,0.8333333333333334,0,0,1,0,0,1,0,0,0,0.0463411628128594,4.0,4.8787534116740465,0.03283659122683158,True
Carson Kressley,Anna Trebunskaya,Tv Personality,Pennsylvania,United States,41,13,8,Eliminated Week 5,Eliminated,5.0,6.0,2,3,-1.3333333333333333,7.198507317073171,6.0,18.0,3,6.567073170731708,0.0,5.833333333333333,11,0.19696969696969696,0,0,1,0,0,0,0,1,0,0.015605290747072597,29.0,4.8787534116740465,0.03283659122683158,True
Carson Kressley,Anna Trebunskaya,Tv Personality,Pennsylvania,United States,41,13,8,Eliminated Week 5,Eliminated,5.0,6.0,2,3,-1.3333333333333333,7.198507317073171,6.0,18.0,3,6.567073170731708,0.0,5.833333333333333,11,0.19696969696969696,0,0,1,0,0,0,0,1,0,0.015605290747072608,27.0,4.8787534116740465,0.03283659122683158,True
Carson Kressley,Anna Trebunskaya,Tv Personality,Pennsylvania,United States,41,13,8,Eliminated Week 5,Eliminated,5.0,6.0,2,3,-1.3333333333333333,7.198507317073171,6.0,18.0,3,6.567073170731708,0.0,5.833333333333333,11,0.19696969696969696,0,0,1,0,0,0,0,1,0,0.015605290747072603,28.0,4.8787534116740465,0.03283659122683158,True
Chaz Bono,Lacey Schwimmer,Tv Personality,California,United States,42,13,7,Eliminated Week 6,Eliminated,6.0,6.0,2,3,-1.3333333333333333,7.313168548387097,5.666666666666667,17.0,3,4.951612903225806,0.0,5.666666666666667,11,0.06060606060606061,0,0,1,0,0,0,0,1,0,0.017100059057975448,26.0,4.8787534116740465,0.03283659122683158,True
Chaz Bono,Lacey Schwimmer,Tv Personality,California,United States,42,13,7,Eliminated Week 6,Eliminated,6.0,6.0,2,3,-1.3333333333333333,7.313168548387097,5.666666666666667,17.0,3,4.951612903225806,0.0,5.666666666666667,11,0.06060606060606061,0,0,1,0,0,0,0,1,0,0.01710005905798021,24.0,4.8787534116740465,0.03283659122683158,True
Chaz Bono,Lacey Schwimmer,Tv Personality,California,United States,42,13,7,Eliminated Week 6,Eliminated,6.0,6.0,2,3,-1.3333333333333333,7.313168548387097,5.666666666666667,17.0,3,4.951612903225806,0.0,5.666666666666667,11,0.06060606060606061,0,0,1,0,0,0,0,1,0,0.01710005905797755,25.0,4.8787534116740465,0.03283659122683158,True
Nancy Grace,Tristan Macmanus,Tv Personality,Georgia,United States,51,13,5,Eliminated Week 8,Eliminated,8.0,7.0,2,3,-0.6666666666666666,6.7936507936507935,7.0,21.0,3,7.857142857142857,0.0,6.166666666666667,11,0.5606060606060606,0,0,1,0,0,0,0,1,0,0.011687181101536858,32.0,4.8787534116740465,0.03283659122683158,True
Nancy Grace,Tristan Macmanus,Tv Personality,Georgia,United States,51,13,5,Eliminated Week 8,Eliminated,8.0,7.0,2,3,-0.6666666666666666,6.7936507936507935,7.0,21.0,3,7.857142857142857,0.0,6.166666666666667,11,0.5606060606060606,0,0,1,0,0,0,0,1,0,0.013575439985794262,31.0,4.8787534116740465,0.03283659122683158,True
Nancy Grace,Tristan Macmanus,Tv Personality,Georgia,United States,51,13,5,Eliminated Week 8,Eliminated,8.0,7.0,2,3,-0.6666666666666666,6.7936507936507935,7.0,21.0,3,7.857142857142857,0.0,6.166666666666667,11,0.5606060606060606,0,0,1,0,0,0,0,1,0,0.015000653398064336,30.0,4.8787534116740465,0.03283659122683158,True
Rob Kardashian,Cheryl Burke,Tv Personality,California,United States,24,13,2,2Nd Place,Runnerup,0.0,7.0,2,3,-0.6666666666666666,7.9615851485148506,7.0,21.0,3,4.8894389438943895,0.0,6.166666666666667,11,0.5606060606060606,0,0,1,0,0,1,0,0,0,0.018630987797603738,23.0,4.8787534116740465,0.03283659122683158,True
Rob Kardashian,Cheryl Burke,Tv Personality,California,United States,24,13,2,2Nd Place,Runnerup,0.0,7.0,2,3,-0.6666666666666666,7.9615851485148506,7.0,21.0,3,4.8894389438943895,0.0,6.166666666666667,11,0.5606060606060606,0,0,1,0,0,1,0,0,0,0.021638256094683294,19.0,4.8787534116740465,0.03283659122683158,True
Rob Kardashian,Cheryl Burke,Tv Personality,California,United States,24,13,2,2Nd Place,Runnerup,0.0,7.0,2,3,-0.6666666666666666,7.9615851485148506,7.0,21.0,3,4.8894389438943895,0.0,6.166666666666667,11,0.5606060606060606,0,0,1,0,0,1,0,0,0,0.023907362884984462,18.0,4.8787534116740465,0.03283659122683158,True
William Levy,Cheryl Burke,Actor/Actress,Nan,Cuba,31,14,3,3Rd Place,Finalist,0.0,9.0,2,3,1.0,7.9615851485148506,8.333333333333334,25.0,3,4.8894389438943895,0.0,8.166666666666666,12,0.7638888888888888,0,0,0,1,0,0,1,0,0,0.03542597274581701,12.0,4.9751418192546435,0.03767621041568836,True
William Levy,Cheryl Burke,Actor/Actress,Nan,Cuba,31,14,3,3Rd Place,Finalist,0.0,9.0,2,3,1.0,7.9615851485148506,8.333333333333334,25.0,3,4.8894389438943895,0.0,8.166666666666666,12,0.7638888888888888,0,0,0,1,0,0,1,0,0,0.03650470473341929,11.0,4.9751418192546435,0.03767621041568836,True
William Levy,Cheryl Burke,Actor/Actress,Nan,Cuba,31,14,3,3Rd Place,Finalist,0.0,9.0,2,3,1.0,7.9615851485148506,8.333333333333334,25.0,3,4.8894389438943895,0.0,8.166666666666666,12,0.7638888888888888,0,0,0,1,0,0,1,0,0,0.037242366418275476,7.0,4.9751418192546435,0.03767621041568836,True
Jack Wagner,Anna Trebunskaya,Actor/Actress,Missouri,United States,52,14,11,Eliminated Week 3,Eliminated,3.0,7.0,2,3,-1.0,7.198507317073171,7.0,21.0,3,6.567073170731708,0.0,7.333333333333333,12,0.3472222222222222,0,0,0,1,0,0,0,1,0,0.018397072338076564,22.0,4.9751418192546435,0.03767621041568836,True
Jack Wagner,Anna Trebunskaya,Actor/Actress,Missouri,United States,52,14,11,Eliminated Week 3,Eliminated,3.0,7.0,2,3,-1.0,7.198507317073171,7.0,21.0,3,6.567073170731708,0.0,7.333333333333333,12,0.3472222222222222,0,0,0,1,0,0,0,1,0,0.017325666217969625,23.0,4.9751418192546435,0.03767621041568836,True
Jack Wagner,Anna Trebunskaya,Actor/Actress,Missouri,United States,52,14,11,Eliminated Week 3,Eliminated,3.0,7.0,2,3,-1.0,7.198507317073171,7.0,21.0,3,6.567073170731708,0.0,7.333333333333333,12,0.3472222222222222,0,0,0,1,0,0,0,1,0,0.016646293284575186,24.0,4.9751418192546435,0.03767621041568836,True
Sherri Sheperd,Valentin Chmerkovskiy,Actor/Actress,Illinois,United States,44,14,10,Eliminated Week 4,Eliminated,4.0,8.0,2,3,0.0,8.673912773722627,7.666666666666667,23.0,3,4.096715328467154,0.0,7.666666666666667,12,0.5555555555555556,0,0,0,1,0,0,0,1,0,0.03668518059146044,9.0,4.9751418192546435,0.03767621041568836,True
Sherri Sheperd,Valentin Chmerkovskiy,Actor/Actress,Illinois,United States,44,14,10,Eliminated Week 4,Eliminated,4.0,8.0,2,3,0.0,8.673912773722627,7.666666666666667,23.0,3,4.096715328467154,0.0,7.666666666666667,12,0.5555555555555556,0,0,0,1,0,0,0,1,0,0.0366851665942924,10.0,4.9751418192546435,0.03767621041568836,True
Sherri Sheperd,Valentin Chmerkovskiy,Actor/Actress,Illinois,United States,44,14,10,Eliminated Week 4,Eliminated,4.0,8.0,2,3,0.0,8.673912773722627,7.666666666666667,23.0,3,4.096715328467154,0.0,7.666666666666667,12,0.5555555555555556,0,0,0,1,0,0,0,1,0,0.036685192521301084,8.0,4.9751418192546435,0.03767621041568836,True
Jaleel White,Kym Johnson,Actor/Actress,California,United States,35,14,7,Eliminated Week 7,Eliminated,7.0,8.0,2,3,0.0,7.8454829861111115,7.333333333333333,22.0,3,4.586805555555555,0.0,8.0,12,0.4722222222222222,0,0,0,1,0,0,1,0,0,0.039291349418718,5.0,4.9751418192546435,0.03767621041568836,True
Jaleel White,Kym Johnson,Actor/Actress,California,United States,35,14,7,Eliminated Week 7,Eliminated,7.0,8.0,2,3,0.0,7.8454829861111115,7.333333333333333,22.0,3,4.586805555555555,0.0,8.0,12,0.4722222222222222,0,0,0,1,0,0,1,0,0,0.03484809228510545,13.0,4.9751418192546435,0.03767621041568836,True
Jaleel White,Kym Johnson,Actor/Actress,California,United States,35,14,7,Eliminated Week 7,Eliminated,7.0,8.0,2,3,0.0,7.8454829861111115,7.333333333333333,22.0,3,4.586805555555555,0.0,8.0,12,0.4722222222222222,0,0,0,1,0,0,1,0,0,0.03216882273345832,15.0,4.9751418192546435,0.03767621041568836,True
Roshon Fegan,Chelsie Hightower,Actor/Actress,California,United States,20,14,6,Eliminated Week 8,Eliminated,8.0,9.0,2,3,1.0,7.499996153846154,8.666666666666666,26.0,3,6.269230769230769,0.0,8.166666666666666,12,0.9305555555555556,0,0,0,1,0,1,0,0,0,0.02665029329585199,18.0,4.9751418192546435,0.03767621041568836,True
Roshon Fegan,Chelsie Hightower,Actor/Actress,California,United States,20,14,6,Eliminated Week 8,Eliminated,8.0,9.0,2,3,1.0,7.499996153846154,8.666666666666666,26.0,3,6.269230769230769,0.0,8.166666666666666,12,0.9305555555555556,0,0,0,1,0,1,0,0,0,0.02916016926568953,17.0,4.9751418192546435,0.03767621041568836,True
Roshon Fegan,Chelsie Hightower,Actor/Actress,California,United States,20,14,6,Eliminated Week 8,Eliminated,8.0,9.0,2,3,1.0,7.499996153846154,8.666666666666666,26.0,3,6.269230769230769,0.0,8.166666666666666,12,0.9305555555555556,0,0,0,1,0,1,0,0,0,0.03096341280610187,16.0,4.9751418192546435,0.03767621041568836,True
Melissa Gilbert,Maksim Chmerkoskiy,Actor/Actress,California,United States,47,14,5,Eliminated Week 8,Eliminated,8.0,7.0,2,3,-1.0,8.178165885416666,6.666666666666667,20.0,3,4.8671875,0.0,6.666666666666667,12,0.2222222222222222,0,0,0,1,0,0,0,1,0,0.01651145603683778,25.0,4.9751418192546435,0.03767621041568836,True
Melissa Gilbert,Maksim Chmerkoskiy,Actor/Actress,California,United States,47,14,5,Eliminated Week 8,Eliminated,8.0,7.0,2,3,-1.0,8.178165885416666,6.666666666666667,20.0,3,4.8671875,0.0,6.666666666666667,12,0.2222222222222222,0,0,0,1,0,0,0,1,0,0.016511292436607285,27.0,4.9751418192546435,0.03767621041568836,True
Melissa Gilbert,Maksim Chmerkoskiy,Actor/Actress,California,United States,47,14,5,Eliminated Week 8,Eliminated,8.0,7.0,2,3,-1.0,8.178165885416666,6.666666666666667,20.0,3,4.8671875,0.0,6.666666666666667,12,0.2222222222222222,0,0,0,1,0,0,0,1,0,0.016511438441244627,26.0,4.9751418192546435,0.03767621041568836,True
Martina Navratilova,Tony Dovolani,Athlete,Nan,Czechoslovakia,55,14,12,Eliminated Week 2,Eliminated,2.0,6.0,2,3,-2.0,7.630800000000001,5.666666666666667,17.0,3,6.285714285714286,0.0,6.166666666666667,12,0.05555555555555555,0,0,0,0,1,0,0,1,0,0.010539062218236198,35.0,4.9751418192546435,0.03767621041568836,True
Martina Navratilova,Tony Dovolani,Athlete,Nan,Czechoslovakia,55,14,12,Eliminated Week 2,Eliminated,2.0,6.0,2,3,-2.0,7.630800000000001,5.666666666666667,17.0,3,6.285714285714286,0.0,6.166666666666667,12,0.05555555555555555,0,0,0,0,1,0,0,1,0,0.010539062218235421,36.0,4.9751418192546435,0.03767621041568836,True
Martina Navratilova,Tony Dovolani,Athlete,Nan,Czechoslovakia,55,14,12,Eliminated Week 2,Eliminated,2.0,6.0,2,3,-2.0,7.630800000000001,5.666666666666667,17.0,3,6.285714285714286,0.0,6.166666666666667,12,0.05555555555555555,0,0,0,0,1,0,0,1,0,0.010539062218236353,34.0,4.9751418192546435,0.03767621041568836,True
Donald Driver,Peta Murgatroyd,Athlete,Texas,United States,37,14,1,1St Place,Winner,0.0,8.0,2,3,0.0,7.691184164222874,8.0,24.0,3,5.850439882697947,0.0,7.5,12,0.6388888888888888,0,0,0,0,1,0,1,0,0,0.01928377809978597,21.0,4.9751418192546435,0.03767621041568836,True
Donald Driver,Peta Murgatroyd,Athlete,Texas,United States,37,14,1,1St Place,Winner,0.0,8.0,2,3,0.0,7.691184164222874,8.0,24.0,3,5.850439882697947,0.0,7.5,12,0.6388888888888888,0,0,0,0,1,0,1,0,0,0.02109986807787622,20.0,4.9751418192546435,0.03767621041568836,True
Donald Driver,Peta Murgatroyd,Athlete,Texas,United States,37,14,1,1St Place,Winner,0.0,8.0,2,3,0.0,7.691184164222874,8.0,24.0,3,5.850439882697947,0.0,7.5,12,0.6388888888888888,0,0,0,0,1,0,1,0,0,0.02240469361651219,19.0,4.9751418192546435,0.03767621041568836,True
Gavin Degraw,Karina Smirnoff,Singer/Rapper,New York,United States,35,14,9,Eliminated Week 5,Eliminated,5.0,7.0,2,3,-1.0,7.795647632311977,7.0,21.0,3,5.26183844011142,0.0,6.833333333333333,12,0.3472222222222222,0,1,0,0,0,0,1,0,0,0.014895206469231936,30.0,4.9751418192546435,0.03767621041568836,True
Gavin Degraw,Karina Smirnoff,Singer/Rapper,New York,United States,35,14,9,Eliminated Week 5,Eliminated,5.0,7.0,2,3,-1.0,7.795647632311977,7.0,21.0,3,5.26183844011142,0.0,6.833333333333333,12,0.3472222222222222,0,1,0,0,0,0,1,0,0,0.015348859968308036,29.0,4.9751418192546435,0.03767621041568836,True
Gavin Degraw,Karina Smirnoff,Singer/Rapper,New York,United States,35,14,9,Eliminated Week 5,Eliminated,5.0,7.0,2,3,-1.0,7.795647632311977,7.0,21.0,3,5.26183844011142,0.0,6.833333333333333,12,0.3472222222222222,0,1,0,0,0,0,1,0,0,0.015658931019213684,28.0,4.9751418192546435,0.03767621041568836,True
Gladys Knight,Tristan Macmanus,Singer/Rapper,Georgia,United States,67,14,8,Eliminated Week 6,Eliminated,6.0,7.0,2,3,-1.0,6.7936507936507935,6.333333333333333,19.0,3,7.857142857142857,0.0,7.0,12,0.1388888888888889,0,1,0,0,0,0,0,0,1,0.014157425708680223,31.0,4.9751418192546435,0.03767621041568836,True
Gladys Knight,Tristan Macmanus,Singer/Rapper,Georgia,United States,67,14,8,Eliminated Week 6,Eliminated,6.0,7.0,2,3,-1.0,6.7936507936507935,6.333333333333333,19.0,3,7.857142857142857,0.0,7.0,12,0.1388888888888889,0,1,0,0,0,0,0,0,1,0.012556457092120648,32.0,4.9751418192546435,0.03767621041568836,True
Gladys Knight,Tristan Macmanus,Singer/Rapper,Georgia,United States,67,14,8,Eliminated Week 6,Eliminated,6.0,7.0,2,3,-1.0,6.7936507936507935,6.333333333333333,19.0,3,7.857142857142857,0.0,7.0,12,0.1388888888888889,0,1,0,0,0,0,0,0,1,0.011591040288105528,33.0,4.9751418192546435,0.03767621041568836,True
Katherine Jenkins,Mark Ballas,Singer/Rapper,Nan,Wales,31,14,2,2Nd Place,Runnerup,0.0,9.0,2,3,1.0,8.623093601462523,8.666666666666666,26.0,3,3.9085923217550276,0.0,8.666666666666666,12,0.9305555555555556,0,1,0,0,0,0,1,0,0,0.06549834169129673,1.0,4.9751418192546435,0.03767621041568836,True
Katherine Jenkins,Mark Ballas,Singer/Rapper,Nan,Wales,31,14,2,2Nd Place,Runnerup,0.0,9.0,2,3,1.0,8.623093601462523,8.666666666666666,26.0,3,3.9085923217550276,0.0,8.666666666666666,12,0.9305555555555556,0,1,0,0,0,0,1,0,0,0.06549754506591506,2.0,4.9751418192546435,0.03767621041568836,True
Katherine Jenkins,Mark Ballas,Singer/Rapper,Nan,Wales,31,14,2,2Nd Place,Runnerup,0.0,9.0,2,3,1.0,8.623093601462523,8.666666666666666,26.0,3,3.9085923217550276,0.0,8.666666666666666,12,0.9305555555555556,0,1,0,0,0,0,1,0,0,0.06549664587621337,3.0,4.9751418192546435,0.03767621041568836,True
Maria Menounos,Derek Hough,Tv Personality,Massachusetts,United States,33,14,4,Eliminated Week 9,Eliminated,9.0,9.0,2,3,1.0,8.913002259887005,8.333333333333334,25.0,3,2.8625235404896423,0.0,7.666666666666667,12,0.7638888888888888,0,0,1,0,0,0,1,0,0,0.033049723330518956,14.0,4.9751418192546435,0.03767621041568836,True
Maria Menounos,Derek Hough,Tv Personality,Massachusetts,United States,33,14,4,Eliminated Week 9,Eliminated,9.0,9.0,2,3,1.0,8.913002259887005,8.333333333333334,25.0,3,2.8625235404896423,0.0,7.666666666666667,12,0.7638888888888888,0,0,1,0,0,0,1,0,0,0.037263364339097514,6.0,4.9751418192546435,0.03767621041568836,True
Maria Menounos,Derek Hough,Tv Personality,Massachusetts,United States,33,14,4,Eliminated Week 9,Eliminated,9.0,9.0,2,3,1.0,8.913002259887005,8.333333333333334,25.0,3,2.8625235404896423,0.0,7.666666666666667,12,0.7638888888888888,0,0,1,0,0,0,1,0,0,0.04036699053761409,4.0,4.9751418192546435,0.03767621041568836,True
Gilles Marini,Peta Murgatroyd,Actor/Actress,Nan,France,36,15,6,Eliminated Week 8,Eliminated,8.0,8.5,2,3,-0.3333333333333333,7.691184164222874,8.5,25.5,3,5.850439882697947,0.0,8.25,12,0.8888888888888888,0,0,0,1,0,0,1,0,0,0.03703496107968465,7.0,5.095885503482775,0.014321193815941657,True
Gilles Marini,Peta Murgatroyd,Actor/Actress,Nan,France,36,15,6,Eliminated Week 8,Eliminated,8.0,8.5,2,3,-0.3333333333333333,7.691184164222874,8.5,25.5,3,5.850439882697947,0.0,8.25,12,0.8888888888888888,0,0,0,1,0,0,1,0,0,0.03873358924575312,5.0,5.095885503482775,0.014321193815941657,True
Gilles Marini,Peta Murgatroyd,Actor/Actress,Nan,France,36,15,6,Eliminated Week 8,Eliminated,8.0,8.5,2,3,-0.3333333333333333,7.691184164222874,8.5,25.5,3,5.850439882697947,0.0,8.25,12,0.8888888888888888,0,0,0,1,0,0,1,0,0,0.03991051857402559,4.0,5.095885503482775,0.014321193815941657,True
Sabrina Bryan,Louis Van Amstel,Actor/Actress,California,United States,28,15,8,Eliminated Week 6,Eliminated,6.0,8.5,2,3,-0.3333333333333333,7.3619280788177335,8.666666666666666,26.0,3,6.29064039408867,0.0,8.083333333333334,12,0.9722222222222222,0,0,0,1,0,0,1,0,0,0.02660252620069442,18.0,5.095885503482775,0.014321193815941657,True
Sabrina Bryan,Louis Van Amstel,Actor/Actress,California,United States,28,15,8,Eliminated Week 6,Eliminated,6.0,8.5,2,3,-0.3333333333333333,7.3619280788177335,8.666666666666666,26.0,3,6.29064039408867,0.0,8.083333333333334,12,0.9722222222222222,0,0,0,1,0,0,1,0,0,0.02954157032225408,15.0,5.095885503482775,0.014321193815941657,True
Sabrina Bryan,Louis Van Amstel,Actor/Actress,California,United States,28,15,8,Eliminated Week 6,Eliminated,6.0,8.5,2,3,-0.3333333333333333,7.3619280788177335,8.666666666666666,26.0,3,6.29064039408867,0.0,8.083333333333334,12,0.9722222222222222,0,0,0,1,0,0,1,0,0,0.03167760652923058,12.0,5.095885503482775,0.014321193815941657,True
Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,61,15,7,Eliminated Week 8,Eliminated,8.0,7.0,2,3,-1.3333333333333333,8.178165885416666,7.0,21.0,3,4.8671875,0.0,6.666666666666667,12,0.1388888888888889,0,0,0,1,0,0,0,0,1,0.017001107540475072,35.0,5.095885503482775,0.014321193815941657,True
Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,61,15,7,Eliminated Week 8,Eliminated,8.0,7.0,2,3,-1.3333333333333333,8.178165885416666,7.0,21.0,3,4.8671875,0.0,6.666666666666667,12,0.1388888888888889,0,0,0,1,0,0,0,0,1,0.018050235753211442,33.0,5.095885503482775,0.014321193815941657,True
Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,61,15,7,Eliminated Week 8,Eliminated,8.0,7.0,2,3,-1.3333333333333333,8.178165885416666,7.0,21.0,3,4.8671875,0.0,6.666666666666667,12,0.1388888888888889,0,0,0,1,0,0,0,0,1,0.018786753729003614,31.0,5.095885503482775,0.014321193815941657,True
Kelly Monaco,Valentin Chmerkovskiy,Actor/Actress,Pennsylvania,United States,36,15,3,3Rd Place,Finalist,0.0,7.5,2,3,-1.0,8.673912773722627,7.333333333333333,22.0,3,4.096715328467154,0.0,7.25,12,0.2222222222222222,0,0,0,1,0,0,1,0,0,0.03167045326200909,13.0,5.095885503482775,0.014321193815941657,True
Kelly Monaco,Valentin Chmerkovskiy,Actor/Actress,Pennsylvania,United States,36,15,3,3Rd Place,Finalist,0.0,7.5,2,3,-1.0,8.673912773722627,7.333333333333333,22.0,3,4.096715328467154,0.0,7.25,12,0.2222222222222222,0,0,0,1,0,0,1,0,0,0.032147705258218605,11.0,5.095885503482775,0.014321193815941657,True
Kelly Monaco,Valentin Chmerkovskiy,Actor/Actress,Pennsylvania,United States,36,15,3,3Rd Place,Finalist,0.0,7.5,2,3,-1.0,8.673912773722627,7.333333333333333,22.0,3,4.096715328467154,0.0,7.25,12,0.2222222222222222,0,0,0,1,0,0,1,0,0,0.0324696040635069,10.0,5.095885503482775,0.014321193815941657,True
Apolo Anton Ohno,Karina Smirnoff,Athlete,Washington,United States,30,15,5,Eliminated Week 9,Eliminated,9.0,8.0,2,3,-0.6666666666666666,7.795647632311977,8.166666666666666,24.5,3,5.26183844011142,0.0,7.75,12,0.7222222222222222,0,0,0,0,1,0,1,0,0,0.027233100442209664,17.0,5.095885503482775,0.014321193815941657,True
Apolo Anton Ohno,Karina Smirnoff,Athlete,Washington,United States,30,15,5,Eliminated Week 9,Eliminated,9.0,8.0,2,3,-0.6666666666666666,7.795647632311977,8.166666666666666,24.5,3,5.26183844011142,0.0,7.75,12,0.7222222222222222,0,0,0,0,1,0,1,0,0,0.029348646263888084,16.0,5.095885503482775,0.014321193815941657,True
Apolo Anton Ohno,Karina Smirnoff,Athlete,Washington,United States,30,15,5,Eliminated Week 9,Eliminated,9.0,8.0,2,3,-0.6666666666666666,7.795647632311977,8.166666666666666,24.5,3,5.26183844011142,0.0,7.75,12,0.7222222222222222,0,0,0,0,1,0,1,0,0,0.030849850680538343,14.0,5.095885503482775,0.014321193815941657,True
Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,43,15,4,Eliminated Week 9,Eliminated,9.0,7.5,2,3,-1.0,7.9615851485148506,7.5,22.5,3,4.8894389438943895,0.0,7.833333333333333,12,0.3888888888888889,0,0,0,0,1,0,0,1,0,0.03827840263157798,6.0,5.095885503482775,0.014321193815941657,True
Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,43,15,4,Eliminated Week 9,Eliminated,9.0,7.5,2,3,-1.0,7.9615851485148506,7.5,22.5,3,4.8894389438943895,0.0,7.833333333333333,12,0.3888888888888889,0,0,0,0,1,0,0,1,0,0.03605687697845666,8.0,5.095885503482775,0.014321193815941657,True
Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,43,15,4,Eliminated Week 9,Eliminated,9.0,7.5,2,3,-1.0,7.9615851485148506,7.5,22.5,3,4.8894389438943895,0.0,7.833333333333333,12,0.3888888888888889,0,0,0,0,1,0,0,1,0,0.034646643887457355,9.0,5.095885503482775,0.014321193815941657,True
Shawn Johnson,Derek Hough,Athlete,Iowa,United States,20,15,2,2Nd Place,Runnerup,0.0,8.5,2,3,-0.3333333333333333,8.913002259887005,8.333333333333334,25.0,3,2.8625235404896423,0.0,7.833333333333333,12,0.8055555555555556,0,0,0,0,1,1,0,0,0,0.0435994898177285,3.0,5.095885503482775,0.014321193815941657,True
Shawn Johnson,Derek Hough,Athlete,Iowa,United States,20,15,2,2Nd Place,Runnerup,0.0,8.5,2,3,-0.3333333333333333,8.913002259887005,8.333333333333334,25.0,3,2.8625235404896423,0.0,7.833333333333333,12,0.8055555555555556,0,0,0,0,1,1,0,0,0,0.04768924443290971,2.0,5.095885503482775,0.014321193815941657,True
Shawn Johnson,Derek Hough,Athlete,Iowa,United States,20,15,2,2Nd Place,Runnerup,0.0,8.5,2,3,-0.3333333333333333,8.913002259887005,8.333333333333334,25.0,3,2.8625235404896423,0.0,7.833333333333333,12,0.8055555555555556,0,0,0,0,1,1,0,0,0,0.05062648870889448,1.0,5.095885503482775,0.014321193815941657,True
